"","Author Names","Title","Source title","Publication Year","Abstract","Publication Type","DOI","Open URL Link","database"
"2942","Sonuc, MN; Sezginturk, MK","A Disposable, Highly Sensitive Biosensing System: Determination of Haptoglobin as a Significant Acute Phase Biomarker","CURRENT ANALYTICAL CHEMISTRY",2016,"This paper presents a new disposable electrochemical biosensor for the analysis of Haptoglobin (Hp) which shows many important functionalities such as antioxidant capabilities, anti-inflammatory activities and regulation of the immune system. Aminopropyltriethoxysilane (APTES) was self-assembled onto an indium tin oxide (ITO) substrate to fabricate a disposable biosensor. Anti-Hp antibodies were immobilized onto the modified ITO surface covalently. The optimization of the construction parameters and the analytical performance of the biosensor were examined and compared. The methods, cyclic voltammetry (CV), electrochemical impedance spectroscopy (EIS), and scanning electron microscopy (EIS) were operated for detailed characterization of the different surfaces of the biosensor. Kramers-Kronig Transform was also applied to raw EIS data for checking the verification of obtained experimental EIS data. Moreover, a useful method, single frequency impedance (SFI), was successfully operated to characterize the binding of Hp to the electrode surface modified with anti-Hp. At last, the presented biosensor was applied to the analysis of artificial serum samples, which were spiked with Hp.","Article","10.2174/1573411011666150603201229","WOS:000362586800005","WoS"
"440","Medjebar S., Louapre C., Debs R., Peczynski C., Maillart E.","A pilot study comparing the MSFC score to the DAM application, a self-assessment solution for MS patients","Multiple Sclerosis",2016,"Background: Multiple Sclerosis Functional Composite score (MSFC) is one of the gold standard for multiple sclerosis (MS) patient clinical evaluation. However, its practical implementation is not always optimal as it can prove to be very time consuming. Moreover, it often constrains the range of tests used and is not a particularly good marker for patient real life disability status. A mobile application called Digital Self-Assessment for Multiple Sclerosis (DAM) was developed in order to replicate each of MSFC tests available in order to assess MS progression in the patient environment. Objective: To establish a correlation between application DAM and MSFC. Methodology: DAM was created using the Apple open source Research Kit. An ongoing pilot study is currently recruiting 30 patients with an established diagnosis of MS. Patients are selected during a consultation at the Neurology department of the Pitié- Salpêtrière Hospital (France). Each patient is given access to DAM on their own or a provided iPhone. During the enrolment visit, patients have to complete a MSFC and DAM evaluation (V0). Through a push-notification on their phone, patients are reminded to perform two DAM evaluations at home at days 30 (V1) and 60 (V2). At day 90 (V3), they have to come back to hospital for a second MSFC and DAM evaluation. Interim analyses were performed in April 2016 using correlation tests after 24 V0 and 12 V1 were completed. A comparison between each test of DAM and MSFC was done in order to evaluate the reproducibility and robustness of DAM tests. Results: Reproducibility of MSFC on smartphone seems to be excellent (correlation between MSFC V0 and DAM V0 Z-scores, r=0.79, p< 10-5). Timed 25-Foot Walk (T25-FW, r=0.68, p< 10-3) and Paced Auditory Serial Addition Test (PASAT, r=0.65, p< 10-3) have the best reproducibility. Robustness of DAM seems to be good (correlation between DAM V0 and V1 at day 30, r= 0.68, p< 0.05), particularly for the 9HPT (r=0.77, p< 10-2) and PASAT (r=0.67, p< 0.05). Conclusions: These results reinforce the idea that a smartphone application would be a good self-assessment tool for patients with MS. A new version of the application taking into accounts these interim results is under development. Qualitative insights from patients and clinicians will also be used to enhance usability and clinical relevance with updated or new tests. Further validation will also be required using a larger sample size to improve the confidence level.","Conference Abstract","10.1177/1352458516663081","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=14770970&id=doi:10.1177%2F1352458516663081&atitle=A+pilot+study+comparing+the+MSFC+score+to+the+DAM+application%2C+a+self-assessment+solution+for+MS+patients&stitle=Mult.+Scler.&title=Multiple+Sclerosis&volume=22&issue=&spage=140&epage=&aulast=Medjebar&aufirst=S.&auinit=S.&aufull=Medjebar+S.&coden=&isbn=&pages=140-&date=2016&auinit1=S&auinitm=","Embase"
"3081","T. Brown","A randomized crossover trial of Dalfampridine extended release for effect on ambulatory activity in people with multiple sclerosis","International Journal of MS Care",2016,NA,"Article","10.7224/1537-2073.2015-035","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84983085260&origin=inward","Scopus"
"444","Fink K., Kläppe U., Lindblom S.","A randomized, multi-center, open-label, observational study to investigate quality of life improvement in patients with relapse remitting multiple sclerosis on first-line treatment that are using a wearable device with biofeedback for stress","Multiple Sclerosis",2016,"Background: Stressful life events can worsen the disease for patients with multiple sclerosis (MS) and are claimed to provoke relapses in patients with relapsing-remitting (RR) disease (Mohr et al., 2012). Biosync Technology AB has developed a technological solution for a wearable device tailored for stress measurement in MS-patients. The biofeedback tool for stress measurement consists of a wristband with biosensors, a mobile application for data visualization and an integrated stress-management solution. The idea behind this biofeedback tool is to increase awareness and improve handling of stress. Goal: To investigate the improvement of quality of life and clinical well-being in RRMS-patients using a wearable device with biofeedback for stress. Methods: A randomized, multi-center, open-label, observational study with RRMS-patients in Sweden. 30 MS-patients on firstline treatment are provided with a wristband with biosensing abilities. Those 30 MS-patients are compared with 30 MS-patients on first-line treatment who do not use a wristband during the study period. Patients with an Expanded Disease Severity Score between 0 to 5.5, aged 18 to 55 years are included in the study. The effect of the wristband will be investigated as an add-on to a first-line treatment. All study subjects are followed for at least 24 weeks. Included patients should have been on first-line treatment for at least six months and a baseline MRI for the treatment according to the usual clinical procedure should have been performed prior to study entry. Last patient in to the study will be last of June 2016. Database closure is expected to be 31st of December 2016. Results: Descriptive summary statistics and frequency counts of demographics and baseline data will be included in the final presentation. Sample size calculation require a total of 60 patients for 80% power and 5% significance level and a drop-out rate of 5%. The primary objective is to determine the effect of wristbandusage and the use of the application for stress-feedback during the study-period of 24 weeks on the patients' quality of life, measured by MS Impact Scale. Conclusion: Based on previous studies, we would expect an improvement in quality of life in the wristband-using group. If beneficial results can be found, this biofeedback tool could be considered as an add-on to first-line treatment monitoring stress and improving quality of life.","Conference Abstract","10.1177/1352458516663067","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=14770970&id=doi:10.1177%2F1352458516663067&atitle=A+randomized%2C+multi-center%2C+open-label%2C+observational+study+to+investigate+quality+of+life+improvement+in+patients+with+relapse+remitting+multiple+sclerosis+on+first-line+treatment+that+are+using+a+wearable+device+with+biofeedback+for+stress&stitle=Mult.+Scler.&title=Multiple+Sclerosis&volume=22&issue=&spage=819&epage=820&aulast=Fink&aufirst=K.&auinit=K.&aufull=Fink+K.&coden=&isbn=&pages=819-820&date=2016&auinit1=K&auinitm=","Embase"
"2781","Fink, K; Klappe, U; Lindblom, S","A randomized, multi-center, open-label, observational study to investigate quality of life improvement in patients with relapse remitting multiple sclerosis on first-line treatment that are using a wearable device with biofeedback for stress","MULTIPLE SCLEROSIS JOURNAL",2016,"","Meeting Abstract",NA,"WOS:000383267203237","WoS"
"415","McGibbon C., Sexton A., Jones M., O'Connell C., Hughes G., Wilson A.","A toolkit for objective clinical outcome measures of muscle tone","Archives of Physical Medicine and Rehabilitation",2016,"Research Objectives: To evaluate a wearable sensor-based toolkit for quantifying muscle tone in patients with upper motor neuron syndrome (UMNS). Design: Cross-sectional, multi-site, beta trial to test and validate a new technology. Setting: Neurorehabilitation clinics at tertiary care hospitals. Participants: Patients >6mo post acquired brain injury, spinal cord injury, multiple sclerosis and cerebral palsy. Excluded were patients with orthopedic, rheumatic, or other co-morbidity affecting muscle and joint function. All patients provided signed informed consent before participating. Interventions: N/A. Main Outcome Measure(s): Strength: grip, elbow flexor and extensor, and knee extensor; Range of Motion (RoM): Passive RoM (contracture) and passive-active RoM (paresis); Objective spasticity: Stretch-reflex test for elbow, and pendulum test for knee; Subjective spasticity: Modified Ashworth Scale scores for elbow and knee. Results: Measures were acquired for 103 patients from three rehabilitation clinics. Grip strength correlated significantly with elbow muscle strength (r=.8, p<.001). Strength and paresis were correlated for elbow (r=-.38, p<.001) and knee (r=-.47, p<.001) but neither correlated with contracture. For the knee, objective measures of spasticity correlated with strength (r=.32, p<.001), and subjective spasticity correlated with contracture (r=.26, p=.002). Objective measures of spasticity correlated with strongly with MAS scores for elbow muscles (r=.54 to .82, <.001), but less strong for knee muscles (range: r=.23, p=.01 to r=.52, p<.001). Conclusions: A wearable sensor system can provide valid, objective measures of muscle tone in a clinical setting. Weakness and paresis were related to both objective and subjective clinical measures of spasticity for the elbow, but for the knee there was a weak but significant relationship between subjective spasticity and contracture. Comparison of objective and subjective measures of spasticity suggest the clinical MAS score measures elbow spasticity but may be confounded by contracture for knee extensors.","Conference Abstract","10.1016/J.APMR.2016.09.068","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=1532821X&id=doi:10.1016%2Fj.apmr.2016.09.068&atitle=A+toolkit+for+objective+clinical+outcome+measures+of+muscle+tone&stitle=Arch.+Phys.+Med.+Rehabil.&title=Archives+of+Physical+Medicine+and+Rehabilitation&volume=97&issue=12&spage=e25&epage=&aulast=McGibbon&aufirst=Chris&auinit=C.&aufull=McGibbon+C.&coden=&isbn=&pages=e25-&date=2016&auinit1=C&auinitm=","Embase"
"2901","Learmonth, YC; Kinnett-Hopkins, D; Rice, IM; Dysterheft, JL; Motl, RW","Accelerometer output and its association with energy expenditure during manual wheelchair propulsion","SPINAL CORD",2016,"Study design: This is an experimental design. Objectives: This study examined the association between rates of energy expenditure (that is, oxygen consumption (VO2)) and accelerometer counts (that is, vector magnitude (VM)) across a range of speeds during manual wheelchair propulsion on a motor-driven treadmill. Such an association allows for the generation of cutoff points for quantifying the time spent in moderate-to-vigorous physical activity (MVPA) during manual wheelchair propulsion. Setting: The study was conducted in the University Laboratory. Methods: Twenty-four manual wheelchair users completed a 6-min period of seated rest and three 6-min periods of manual wheelchair propulsion on a motor-driven wheelchair treadmill. The 6-min periods of wheelchair propulsion corresponded with three treadmill speeds (1.5, 3.0 and 4.5 mph) that elicited a range of physical activity intensities. Participants wore a portable metabolic unit and accelerometers on both wrists. Primary outcome measures included steady-state VO2 and VM, and the strength of association between VO2 and VM was based on the multiple correlation and squared multiple correlation coefficients from linear regression analyses. Results: Strong linear associations were established between VO2 and VM for the left (R=0.93 +/- 0.44; R-2=0.87 +/- 0.19), right (R=0.95 +/- 0.37; R-2=0.90 +/- 0.14) and combined (R=0.94 +/- 0.38; R-2=0.88 +/- 0.15) accelerometers. The linear relationship between VO2 and VM for the left, right and combined wrists yielded cutoff points for MVPA of 3659 +/- 1302, 3630 +/- 1403 and 3644 +/- 1339 counts min(-1), respectively. Conclusion: We provide cutoff points based on the linear association between energy expenditure and accelerometer counts for estimating time spent in MVPA during manual wheelchair propulsion using wrist-worn accelerometry. The similarity across wrist location permits flexibility in selecting a location for wrist accelerometry placement.","Article","10.1038/SC.2015.33","WOS:000369711400005","WoS"
"457","Balto J.M., Kinnett-Hopkins D.L., Motl R.W.","Accuracy and precision of smartphone applications and commercially available motion sensors in multiple sclerosis","Multiple Sclerosis Journal - Experimental, Translational and Clinical",2016,"Background: There is increased interest in the application of smartphone applications and wearable motion sensors among multiple sclerosis (MS) patients. Objective: This study examined the accuracy and precision of common smartphone applications and motion sensors for measuring steps taken by MS patients while walking on a treadmill. Methods: Forty-five MS patients (Expanded Disability Status Scale (EDSS) = 1.0–5.0) underwent two 500-step walking trials at comfortable walking speed on a treadmill. Participants wore five motion sensors: the Digi-Walker SW-200 pedometer (Yamax), the UP2 and UP Move (Jawbone), and the Flex and One (Fitbit). The smartphone applications were Health (Apple), Health Mate (Withings), and Moves (ProtoGeo Oy). Results: The Fitbit One had the best absolute (mean = 490.6 steps, 95% confidence interval (CI) = 485.6–495.5 steps) and relative accuracy (1.9% error), and absolute (SD = 16.4) and relative precision (coefficient of variation (CV) = 0.0), for the first 500-step walking trial; this was repeated with the second trial. Relative accuracy was correlated with slower walking speed for the first (r(s) = −.53) and second (r(s) = −.53) trials. Conclusion: The results suggest that the waist-worn Fitbit One is the most precise and accurate sensor for measuring steps when walking on a treadmill, but future research is needed (testing the device across a broader range of disability, at different speeds, and in real-life walking conditions) before inclusion in clinical research and practice with MS patients.","Article","10.1177/2055217316634754","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=20552173&id=doi:10.1177%2F2055217316634754&atitle=Accuracy+and+precision+of+smartphone+applications+and+commercially+available+motion+sensors+in+multiple+sclerosis&stitle=Mult.+Scler.+J.+Exp.+Transl.+Clin.&title=Multiple+Sclerosis+Journal+-+Experimental%2C+Translational+and+Clinical&volume=2&issue=&spage=&epage=&aulast=Balto&aufirst=Julia+M&auinit=J.M.&aufull=Balto+J.M.&coden=&isbn=&pages=-&date=2016&auinit1=J&auinitm=M","Embase"
"419","Otte K., Kayser B., Mansow-Model S., Verrel J., Paul F., Brandt A.U., Schmitz-Hübsch T.","Accuracy and reliability of the kinect version 2 for clinical measurement of motor function","PLoS ONE",2016,"Background The introduction of low cost optical 3D motion tracking sensors provides new options for effective quantification of motor dysfunction. Objective The present study aimed to evaluate the Kinect V2 sensor against a gold standard motion capture system with respect to accuracy of tracked landmark movements and accuracy and repeatability of derived clinical parameters. Methods Nineteen healthy subjects were concurrently recorded with a Kinect V2 sensor and an optical motion tracking system (Vicon). Six different movement tasks were recorded with 3D full-body kinematics from both systems. Tasks included walking in different conditions, balance and adaptive postural control. After temporal and spatial alignment, agreement of movements signals was described by Pearson's correlation coefficient and signal to noise ratios per dimension. From these movement signals, 45 clinical parameters were calculated, including ranges of motions, torso sway, movement velocities and cadence. Accuracy of parameters was described as absolute agreement, consistency agreement and limits of agreement. Intra-session reliability of 3 to 5 measurement repetitions was described as repeatability coefficient and standard error of measurement for each system. Results Accuracy of Kinect V2 landmark movements was moderate to excellent and depended on movement dimension, landmark location and performed task. Signal to noise ratio provided information about Kinect V2 landmark stability and indicated larger noise behaviour in feet and ankles. Most of the derived clinical parameters showed good to excellent absolute agreement (30 parameters showed ICC(3,1) > 0.7) and consistency (38 parameters showed r > 0.7) between both systems. Conclusion Given that this system is low-cost, portable and does not require any sensors to be attached to the body, it could provide numerous advantages when compared to established markeror wearable sensor based system. The Kinect V2 has the potential to be used as a reliable and valid clinical measurement tool.","Article","10.1371/JOURNAL.PONE.0166532","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=19326203&id=doi:10.1371%2Fjournal.pone.0166532&atitle=Accuracy+and+reliability+of+the+kinect+version+2+for+clinical+measurement+of+motor+function&stitle=PLoS+ONE&title=PLoS+ONE&volume=11&issue=11&spage=&epage=&aulast=Otte&aufirst=Karen&auinit=K.&aufull=Otte+K.&coden=POLNC&isbn=&pages=-&date=2016&auinit1=K&auinitm=","Embase"
"441","Oberndorfer C., Barth J., Guppy J.H., Bush J., Needham R., Healy A., Chockalingam N., Herberz C., Westling C.E.I., Eskofier B.M., Roggen D., Klucken J., Rashid W., Witchel H.J.","Ambulatory motor dysfunction in MS assessed by wearable inertial sensor metrics during the timed-up-and-go task (TUG)","Multiple Sclerosis",2016,"Background: Individuals with MS suffer from ambulatory motor dysfunction; recently the timed-up-and-go (TUG) test has been shown to relate to ambulatory dysfunction (as judged by EDSS). To complement patient reports in the elderly, a range of objective performance metrics based on ambulation have been demonstrated as feasible, including the sit-to-stand transition time. These TUG metrics have not yet been applied to multiple sclerosis patients. Methods: Fully-ambulatory persons with multiple sclerosis whose Hauser Ambulatory Index (HAI) was 2 or less (PwMS, N=17) and age-matched healthy volunteers (N=24) were instrumented with 7 inertial sensors with 3 axes of gyroscopy and accelerometry recording at 128 Hz. Participants performed the timed-up-and-go twice, and transition times between sitting and standing were calculated as described previously; in this study we focused only on the data from the sensor placed on the lumbar spine. Results: PwMS reported their walking to be significantly more affected (according to the MSWS-12) than age-matched healthy controls (50.99±4.69 vs. 0, P< 0.001, unpaired t test), and their walking time in the timed 25 foot walk (T25FW) reflected this (6.09±0.27 seconds vs. 4.45±0.15, P< 0.001, unpaired t test). In the stopwatch measured TUG, significant differences were detected between PwMS and age-matched, healthy volunteers, (12.33±0.59 seconds vs. 10.04±0.33, P< 0.01). Similarly, the duration of the TUG as measured by the sensors was longer for PwMS than for the healthy volunteers (13.86±1.09 seconds vs. 10.19 ± 0.36, P< 0.01), and the transition times for sit-to-stand (PwMS 0.81±0.09 seconds vs. healthy 0.67±0.03) and stand-to-sit (PwMS 1.03±0.11 seconds vs. healthy 0.92±0.05) were longer for PwMS, but not significantly (P>0.1 for both). The range of the raw angular acceleration (in the pitch orientation) of the lumbar segment was significantly lower in PwMS (153.4±8.9 deg/second vs. 204.7±6.5, P< 0.001). Conclusions: In this group (HAI< 2), traditional measures of ambulatory dysfunction (e.g. T25FW) are quite sensitive to multiple sclerosis. Wearable inertial sensors have the potential to provide specific metrics of ambulatory dysfunction (e.g. weakness) in MS with good face value. Future studies using these sensors have the potential to realise additional information on movement dysfunction, including specific deficits such as difficulties executing sitting and standing associated with disease progression.","Conference Abstract","10.1177/1352458516663086","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=14770970&id=doi:10.1177%2F1352458516663086&atitle=Ambulatory+motor+dysfunction+in+MS+assessed+by+wearable+inertial+sensor+metrics+during+the+timed-up-and-go+task+%28TUG%29&stitle=Mult.+Scler.&title=Multiple+Sclerosis&volume=22&issue=&spage=667&epage=&aulast=Oberndorfer&aufirst=C.&auinit=C.&aufull=Oberndorfer+C.&coden=&isbn=&pages=667-&date=2016&auinit1=C&auinitm=","Embase"
"2531","J. Gong","Causality Analysis of Inertial Body Sensors for Multiple Sclerosis Diagnostic Enhancement","IEEE Journal of Biomedical and Health Informatics",2016,NA,"Article","10.1109/JBHI.2016.2589902","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84987707859&origin=inward","Scopus"
"460","Cheng T.-J., Kenney L., Amor J.D., Thies S.B., Costamagna E., James C., Holloway C.","Characterisation of rollator use using inertial sensors","Healthcare Technology Letters",2016,"The use of walking aids is prevalent among older people and people with mobility impairment. Rollators are designed to support outdoor mobility and require the user to negotiate curbs and slopes in the urban environment. Despite the prevalence of rollators, analysis of their use outside of controlled environments has received relatively little attention. This Letter reports on an initial study to characterise rollator movement. An inertial measurement unit (IMU) was used to measure the motion of the rollator and analytical approaches were developed to extract features characterising the rollator movement, properties of the surface and push events. The analytics were tested in two situations: first, a healthy participant used a rollator in a laboratory using a motion capture system to obtain ground truth. Second, the IMU was used to measure the movement of a rollator being used by a user with multiple sclerosis on a flat surface, cross-slope, up and down slopes and up and down a step. The results showed that surface inclination and distance travelled measured by the IMU have close approximation to the results from ground truth; therefore, demonstrating the potential for IMU-derived metrics to characterise rollator movement and user's pushing style in the outdoor environment.","Article","10.1049/HTL.2016.0061","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=20533713&id=doi:10.1049%2Fhtl.2016.0061&atitle=Characterisation+of+rollator+use+using+inertial+sensors&stitle=Healthc.+Technol.+Lett.&title=Healthcare+Technology+Letters&volume=3&issue=4&spage=303&epage=309&aulast=Cheng&aufirst=Tsu-Jui&auinit=T.-J.&aufull=Cheng+T.-J.&coden=&isbn=&pages=303-309&date=2016&auinit1=T&auinitm=-J","Embase"
"418","Pau M., Caggiari S., Mura A., Corona F., Leban B., Coghe G., Lorefice L., Marrosu M.G., Cocco E.","Clinical assessment of gait in individuals with multiple sclerosis using wearable inertial sensors: Comparison with patient-based measure","Multiple Sclerosis and Related Disorders",2016,"Background This study aims to verify the feasibility of use of wearable accelerometers in an ambulatory environment to assess spatiotemporal parameters of gait in people with Multiple Sclerosis (pwMS), as well as the correlation of objective data with patient-reported outcomes. Methods One hundred and five pwMS (Expanded Disability Status Scale, EDSS in the range 0–6.5) classified in three sub-groups (EDSS 0–1.5, EDSS 2–4, EDSS 4.5–6.5) and 47 healthy controls (HC) participated in the study. All the subjects were evaluated with the timed 25-foot walking test (T25FW) while wearing a commercially available accelerometer. PwMS also rated the impact of the disease on their walking abilities using the 12-item MS walking scale (MSWS-12). Results All parameters objectively measured, except stride length, were significantly modified in pwMS with higher EDSS, with respect to HC and lower disability participants. Moderate to high correlations (r =0.57–0.79) were observed between gait parameters and MSWS-12 for pwMS of higher EDSS. The correlation was found moderate for the intermediate EDSS category (r =0.42–0.62). Conclusion Wearable accelerometers are a useful tool for assessing gait performance for pwMS in a clinical setting, especially in cases of mild to moderate disability. Compared with other quantitative techniques, these devices allow patient testing under realistic conditions (i.e., fully dressed, with their usual shoes) using a simple procedure with immediate availability of data.","Article","10.1016/J.MSARD.2016.10.007","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=22110356&id=doi:10.1016%2Fj.msard.2016.10.007&atitle=Clinical+assessment+of+gait+in+individuals+with+multiple+sclerosis+using+wearable+inertial+sensors%3A+Comparison+with+patient-based+measure&stitle=Mult.+Scler.+Relat.+Disord.&title=Multiple+Sclerosis+and+Related+Disorders&volume=10&issue=&spage=187&epage=191&aulast=Pau&aufirst=Massimiliano&auinit=M.&aufull=Pau+M.&coden=&isbn=&pages=187-191&date=2016&auinit1=M&auinitm=","Embase"
"2771","Caggiari, S; Mura, A; Leban, B; Corona, F; Coghe, G; Marrosu, MG; Cocco, E; Pau, M","Clinical use of wearable inertial sensors to assess spatial-temporal parameters of gait in people with multiple sclerosis: correlation with MSWS-12","MULTIPLE SCLEROSIS JOURNAL",2016,"","Meeting Abstract",NA,"WOS:000383267201081","WoS"
"434","Caggiari S., Mura A., Leban B., Corona F., Coghe G., Marrosu M.G., Cocco E., Pau M.","Clinical use of wearable inertial sensors to assess spatialtemporal parameters of gait in people with multiple sclerosis: Correlation with MSWS-12","Multiple Sclerosis",2016,"Background: In clinical setting, walking impairments of people with Multiple Sclerosis (pwMS) are routinely assessed using timed tests (i.e. Timed 25 Foot Walk or six-Minute Walk) and patients' self-reported ambulation performance scales like the 12-item Multiple Sclerosis Walking Scale (MSWS-12). Although simple, cheap and easy to administer, timed tests are not able to fully describe the entire set of features of the gait pattern. On the other hand, the use of instrumental techniques may result complex and time-consuming. However, miniaturized wearable inertial sensors are now accessible at a reasonable cost. They might represent a good option for objective quantitative gait assessment in a clinical setting. Aim: The study aims to assess the main spatial-temporal (ST) parameter of gait in pwMS in a clinical setting, using a wireless inertial sensing device and to correlate the results with those obtained by the MSWS-12 scale. Methods: Fifty pwMS (EDSS range 2-6.5) were tested using a wearable inertial sensor previously validated for other neurological diseases. The device was attached at the lower lumbar level and participants walked along a 10-m hallway at a self-selected speed. To evaluate the impact of MS on walking ability, the participants were also requested to complete the MSWS-12 questionnaire. The ST parameters of pwMS were compared with those of a control group (CG) of healthy individuals age and gendermatched. One-way ANOVA was used to assess differences between pwMS and CG, while Pearson product-moment correlation coefficient was calculated to analyze correlation between inertial sensor results and MSWS-12. Results: Mean velocity (1.10 vs. 1.25 m/s), step length (0.31 vs. 0.33 m) and swing phase (35.3 vs. 37.3%) were found significantly reduced in pwMS (p< 0.01 in all cases), while stance phase (64.7 vs. 62.5%) and double support (14.6 vs. 12.6%) resulted higher (p< 0.05). Also, the following ST parameters were found significantly correlated with MSWS-12 score: cadence (r=-0.456, p=0.001), velocity (r=-0.530, p< 0.001), stance phase (r=0.417, p=0.003), swing phase (r=-0.417, p=0.003), double support (r=0.417, p=0.003). Conclusions: The results show that wearable inertial sensors represent a useful tool to assess gait performance in pwMS in a clinical setting. Moreover, compared with other quantitative techniques, these devices allow patients to be tested under the most ecological conditions (i.e. fully dressed, with their usual shoes).","Conference Abstract","10.1177/1352458516663081","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=14770970&id=doi:10.1177%2F1352458516663081&atitle=Clinical+use+of+wearable+inertial+sensors+to+assess+spatialtemporal+parameters+of+gait+in+people+with+multiple+sclerosis%3A+Correlation+with+MSWS-12&stitle=Mult.+Scler.&title=Multiple+Sclerosis&volume=22&issue=&spage=132&epage=&aulast=Caggiari&aufirst=S.&auinit=S.&aufull=Caggiari+S.&coden=&isbn=&pages=132-&date=2016&auinit1=S&auinitm=","Embase"
"433","Pau M., Caggiari S., Mura A., Leban B., Corona F., Coghe G., Marrosu M.G., Cocco E.","Correlation between static and dynamic balance in people with multiple sclerosis: Quantitative assessment using inertial sensor and force platform","Multiple Sclerosis",2016,"Background: Timed Up and Go test (TUG) is frequently used to assess balance and physical mobility, in people with MS (pwMS). In particular TUG summarizes the ability of an individual to change posture (from sitting to standing) and turn, as well as basic walking performance. This test is simple to administer, characterized by high reproducibility and reliability and is clinically relevant. However, its main limitation is that only the overall time needed to perform is considered. In recent times, inertial sensors have been used in TUG tests for neurological diseases. This approach represents a good option to objectively assess dynamic balance and mobility in a clinical setting. Aim: The study aims to assess the feasibility of use of inertial sensors to assess TUG performance in pwMS. Also, we want to correlate the TUG results with static balance abilities of the participants, quantitatively assessed using stabilometry. Methods: Fifty pwMS (EDSS range 2-6.5) were enrolled for the study. They were tested using a wearable inertial sensor attached at the lower lumbar level. Participants were asked to perform a TUG test, by standing up from a standard chair without arm-rest, walking for 3 m, performing a 180° turning, returning to the chair and sitting on it. The following parameters were investigated: sit to stand (and viceversa) time, intermediate and final turning time. In the same day, a stabilometric test was also carried out. On the basis of the center of pressure (COP) time-series acquired for a 30 s bipedal test, we calculated the following sway parameters: sway area, COP Path Length, COP displacements and velocities in anteroposterior (AP) and mediolateral (ML) direction. Pearson product-moment correlation coefficient was calculated to analyze correlation between TUG and stabilometric parameters. Results: Among the set of TUG parameters, only the duration of the first 180° turning was found significantly correlated with sway parameters (r=0.441 p=0.001 for ML displacement, r=0.491 p< 0.001 for AP displacement, r=0.545 p< 0.001 for sway area, r=0.390 p=0.005 for path length, r=0.471 p< 0.001 for ML velocity, r=0.314 p=0.03 for AP velocity). Conclusions: The results show that instrumented TUG supply information about mobility impairments in pwMS. The existence of correlations with static balance tests (even though limited to a single parameter) show that this technique is potentially useful to assess the effectiveness of the postural control system.","Conference Abstract","10.1177/1352458516663081","http://sfx.metabib.ch/sfx_locater?sid=EMBASE&issn=14770970&id=doi:10.1177%2F1352458516663081&atitle=Correlation+between+static+and+dynamic+balance+in+people+with+multiple+sclerosis%3A+Quantitative+assessment+using+inertial+sensor+and+force+platform&stitle=Mult.+Scler.&title=Multiple+Sclerosis&volume=22&issue=&spage=131&epage=132&aulast=Pau&aufirst=M.&auinit=M.&aufull=Pau+M.&coden=&isbn=&pages=131-132&date=2016&auinit1=M&auinitm=","Embase"
"2391","J. Gong","Deepmotion: A deep convolutional neural network on inertial body sensors for gait assessment in multiple sclerosis","2016 IEEE Wireless Health, WH 2016",2016,NA,"Conference Paper","10.1109/WH.2016.7764572","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85011028454&origin=inward","Scopus"
"2931","Gong, JQ; Goldman, MD; Lach, J","DeepMotion: A Deep Convolutional Neural Network on Inertial Body Sensors for Gait Assessment in Multiple Sclerosis","2016 IEEE WIRELESS HEALTH (WH)",2016,"Walking impairment resulted by various chronic diseases, disorders and injuries have been investigated using recent emerging wearable technology, for instance, gait assessment using inertial body sensors in 6-minute walk (6MW) for persons with Multiple Sclerosis (PwMS) to identify spatiotemporal features useful to assess MS progression. However, most studies to date have investigated the features extracted from movements of the lower limbs and do not provide a holistic gait assessment. A recent pilot study demonstrated that the holistic gait assessment such as evaluating the associations among lower and upper limbs provided better discrimination between healthy controls and PwMS. This paper is motivated by this and further aim to answer the following question: can we identify the temporal gait patterns in terms of the holistic gait assessment? Traditionally this suffers from the statistical property of the causality inference method adopted by previous study. We proposed a deep convolutional neural network (CNN) to learn the temporal and spectral associations among the time-series motion data captured by the inertial body sensors. A simulated model was developed to train the CNN, and then the trained CNN was adopted to assess the gait performance from a pilot dataset with 41 subjects (28 PwMS and 13 healthy controls). Experimental results are reported to illustrate the performance of the proposed approach.","Proceedings Paper",NA,"WOS:000391291200024","WoS"
